character,100,200,300,400,500,600,700,800,900
Andy,,,0.11169732573120165,0.22797201934538888,0.1065122469056759,0.15758134796474615,0.14098113426505557,0.15122889783089383,0.11429323251471453
Angela,0.01495928571428571,0.08380979817568053,0.050242390156820305,0.004925109668109664,0.08170179401693789,0.053387304781561756,0.07625621062004358,0.11389201771591068,0.09173602670480986
Darryl,-0.045646666666666655,0.010352598905723907,0.11232528417818739,0.07127853632478631,0.016754945402298847,0.05210404219237552,0.09237000854640529,0.08229837368885803,0.14103870976720329
Dwight,0.11394034308438544,0.11766711426695667,0.06958760045099406,0.05723541446013947,0.06383648904341067,0.08693159979185254,0.09351426507765125,0.10733146207808612,0.13649849744118855
Erin,,,,,0.18621791304347826,0.14181433629251547,0.11134069970518085,0.09125634991482695,0.1341256167839851
Jim,0.18080081938431936,0.1874184673838159,0.130561616752374,0.13910067346509739,0.12979790157099672,0.1273909258094786,0.13182881539588512,0.15695438929838132,0.16547642718079264
Kevin,0.07119166666666665,0.03676778937332509,0.1437809060767333,0.06973501662932559,0.13187111897717668,0.10232880839505192,0.1456373090391683,0.116442929403686,0.17119881012997074
Michael,0.20720386682249312,0.1775342544695243,0.17257923621161378,0.1874451381898125,0.16426562401976336,0.15375524566784188,0.15120480720105864,,0.27115
Oscar,0.16922144892144894,0.07304475146198833,0.05206667580213904,0.08098775702075701,0.09750097368351814,0.0799978939925815,0.06703143882928664,0.12455628873203321,0.0708883750187449
Pam,0.14020650523088027,0.12272259337362607,0.14407344390148347,0.14016676355612176,0.1216900209486301,0.12286595208418848,0.15024868194268673,0.15669257512389853,0.18091149003254242
Phyllis,0.03254833333333334,0.05215887301587302,0.05762691666666666,0.014618808114961957,0.0832447557143943,0.07520061267436268,0.16193566995806127,0.07612184798293495,0.028236038257408228
Ryan,0.24271805555555556,0.08244945390393921,0.11323980753968255,0.18390907203907203,0.16238015327292535,0.050359828224285454,0.1579707108255204,0.1465456211947589,0.08022209150326798
